标题,链接,点击数,性能介绍,PageUrl
湖北合力东风天龙小三轴运油车,http://zj.lmjx.net/detail_MjM2NDk=.html,361,"东风天龙小三轴运油车产品主要技术资料产品名称：东风天龙小三轴运油车外型尺寸(mm)：11800×2480×3100,3690底盘型号：DFL1253AX货厢尺寸(mm)：××总 质……",http://zj.lmjx.net/zj_class_25_0_0.html
厦金XJ968-25卷钢堆高机,http://zj.lmjx.net/detail_MTUzNzc=.html,2095,卷钢叉装机竞争优势：自重： 产品自重30吨，比其它品牌重约3—5.5吨。发动机：节能专利型潍柴175KW/h动力（达235马力）……,http://zj.lmjx.net/zj_class_21_0_0.html
永恒力EMC 110/B10步行式电动堆垛机,http://zj.lmjx.net/detail_MjY1MDA=.html,183,安全舒适的堆垛存取作业所有的提升及下降功能集成在舵头上，这样不仅仅避免了操作者需要绕开舵柄靠近车体，而且还保证了操作者与货物之间保持安全的距离。此外在货架上进行精确的堆垛作业……,http://zj.lmjx.net/zj_class_21_0_0.html
科朗ES 4000系列步行式堆高机,http://zj.lmjx.net/detail_MjU1NjA=.html,370,步行式堆高机具有广泛的应用范围且跨越不同的行业……,http://zj.lmjx.net/zj_class_21_0_0.html
双力集装箱专用堆高机,http://zj.lmjx.net/detail_NTMx9---.html,5164,集装箱叉车集装箱叉车叉 车 参 数 表 系列型号主要性能参数集装箱专用叉车CPCD60KX3CPCD70KX3CPCD100KX3CXCD100DC16EC4DC16EC5额定起重……,http://zj.lmjx.net/zj_class_21_0_0.html
海斯特H40.00XM~H50.00XM-16CH堆高机,http://zj.lmjx.net/detail_NTk03---.html,5130,海斯特集装箱专用装卸机械，滑架重量轻，且免维护，使承载力最大化；Cummins QSB系列工业发动机，带重载空气滤清器和发动机保护系统，动力清洁强劲，尾气排放符合对NRMM的Tie……,http://zj.lmjx.net/zj_class_21_0_0.html
合力CPCD180EC5-Vo型集装箱空箱堆高机,http://zj.lmjx.net/detail_NDg33---.html,4878,合力CPCD180EC5-Vo型集装箱空箱堆高机可应用在集装箱制造、维修企业，集装箱中转站，港口等场所，进行集装箱空箱的搬运和堆垛……,http://zj.lmjx.net/zj_class_21_0_0.html
大连叉车FD420五层重箱作业叉车,http://zj.lmjx.net/detail_NTIx8---.html,4600,叉车型号：FD420 设备代码:额定起重量(Kg)：25000 最大起升高度(mm)：12500 吊具形式：上属具 载荷中心距(mm)：1220 最大起升速度(mm/s)：200 ……,http://zj.lmjx.net/zj_class_21_0_0.html
三一重工SDCY90K7H集装箱空箱堆高机,http://zj.lmjx.net/detail_MTQ0NjI=.html,1335,·工业化造型设计产品，造型优美，驾驶舒适。·三一专利技术的SYMC通用工程机械运动控制器。·水平可旋转吊具与双箱吊具，轮胎磨损小，工作效率高。·重叠式结构门架，操作视野好……,http://zj.lmjx.net/zj_class_21_0_0.html
厦金XJ968-28卷钢堆高机,http://zj.lmjx.net/detail_MTUzNzY=.html,1780,产品自重31吨；节能专利型潍柴175KW/h（达235马力）动力，内带多项专利、节能、稳定、更加适用于灰尘多的作业环境；前轮配装贵州“前进”三颗星26.5钢丝胎，后轮配“前进”牌2……,http://zj.lmjx.net/zj_class_21_0_0.html
永恒力EJC 110n/112n步行式电动堆垛机,http://zj.lmjx.net/detail_MjY1MDE=.html,180,新一代的三相交流电机技术永恒力三相交流电机技术在为您提供更强大的工作能力的同时还降低了运营成本……,http://zj.lmjx.net/zj_class_21_0_0.html
科朗ET 4000 系列站驾式堆高机,http://zj.lmjx.net/detail_MjU1NjE=.html,362,步行式堆高机具有广泛的应用范围且跨越不同的行业……,http://zj.lmjx.net/zj_class_21_0_0.html
海斯特H16.00XM~H22.00XM-12EC堆高机,http://zj.lmjx.net/detail_NTk02---.html,4831,独特的两级门架提升系统( 1:4提升率)，可延长油缸使用寿命，提高提升速度；Cummins QSB系列工业发动机，带重载空气滤清器和发动机保护系统，动力清洁强劲，尾气排放符合对NR……,http://zj.lmjx.net/zj_class_21_0_0.html
合力CPCD250EC7-Vo型集装箱空箱堆高机,http://zj.lmjx.net/detail_NDg32---.html,4111,合力CPCD250EC7-Vo型集装箱空箱堆高机可应用在集装箱制造、维修企业，集装箱中转站，港口等场所，进行集装箱空箱的搬运和堆垛……,http://zj.lmjx.net/zj_class_21_0_0.html
大连叉车FD180五层空箱作业叉车,http://zj.lmjx.net/detail_MjA0MzI=.html,622,……,http://zj.lmjx.net/zj_class_21_0_0.html
徐工XZJ5060ZXX车厢可卸式垃圾车,http://zj.lmjx.net/detail_NDc50---.html,5107,徐工集团推出的环卫专用车辆。产品更加节能和经济，整机操控简便、作业空间小，灵活高效，特别适合配合垃圾中转站用于新型住宅小区及老城区街道等人口密集地区垃圾的收运工作……,http://zj.lmjx.net/zj_class_24_0_0.html
海诺HNJ5252ZXX箱体可移动式系列垃圾车,http://zj.lmjx.net/detail_MTExMDQ=.html,1754,……,http://zj.lmjx.net/zj_class_24_0_0.html
湖北合力自卸式垃圾车-BJ5163ELFFA,http://zj.lmjx.net/detail_MjIzNzM=.html,472,自卸式垃圾车产品主要技术资料产品名称：自卸式垃圾车外型尺寸(mm)：7100×2470×3000底盘型号：BJ5163ELFFA货厢尺寸(mm)：4500×2210×800总 质 ……,http://zj.lmjx.net/zj_class_24_0_0.html
黑豹汽车钩臂式垃圾运输车,http://zj.lmjx.net/detail_MjUzMjA=.html,591,应用广泛：车厢可卸式垃圾车，又称钩臂式垃圾车、拉臂式垃圾车，该车广泛适用于城市、乡镇、街道、农村、学校等生活垃圾的收集、转运和处理……,http://zj.lmjx.net/zj_class_24_0_0.html
三民重科YSYA-160侧装式垃圾压缩车,http://zj.lmjx.net/detail_MTU0ODI=.html,1471,侧装式压缩机广泛应用于居民小区、校园、公园、厂区、车站、码头、街道和农村等利用小型收集工具(如人力车、垃圾桶等)收集垃圾后进行转运的垃圾中转站或收集站，是一种世界各国普遍首选的垃圾……,http://zj.lmjx.net/zj_class_24_0_0.html
圣岳SDZ5164ZYS压缩式垃圾车,http://zj.lmjx.net/detail_Mjc3NDY=.html,147,主要性能特点：1.上装引进韩国技术，全进口零部件组装，厢体采用光滑的曲面壳体结构，造型美观，增加了厢体的强度，减少厢体整备质量……,http://zj.lmjx.net/zj_class_24_0_0.html
宜工密封自卸式垃圾车密封自卸式垃圾车,http://zj.lmjx.net/detail_NzU56---.html,3474,密封自卸式垃圾车分为：JTZ5160ZLJ、JTZ5168ZLJ、JTZ5121ZLJ、JTZ5102ZLJ型·本产品具有一次装载运输量大和密闭运输的特点，降低燃油消耗，防止垃圾飘……,http://zj.lmjx.net/zj_class_24_0_0.html
青岛解放J5M4x2压缩垃圾车,http://zj.lmjx.net/detail_MjU2OTg=.html,507,用于收集、装载和运输生活垃圾，并可将装入的垃圾压缩、压碎，使其密度增大，体积缩小，大大地提高了垃圾收集和运输的效率。2、质量可靠，功能先进、故障率低，维护方便，运行费用低……,http://zj.lmjx.net/zj_class_24_0_0.html
山东汇强垃圾收集车,http://zj.lmjx.net/detail_MTMxOTY=.html,1814,名称单位技术参数外形尺寸（长×宽×高）㎜5090×2150×2510底盘型号HFC1070K5T轴距㎜2800燃油种类柴油发动机型号HFC4DA1-1B车总质量（满载）Kg6995……,http://zj.lmjx.net/zj_class_24_0_0.html
楚飞楚飞牌CLQ5140ZYS3型压缩式垃圾车,http://zj.lmjx.net/detail_MjI5MjI=.html,161,产品名称：CLQ5140ZYS3公告批次：247底盘型号：EQ3142GD4JAC排放标准：-总质量：14340(Kg)接近/离去角：27/13(°)额定质量：6000(Kg)前悬……,http://zj.lmjx.net/zj_class_24_0_0.html
奥驰汽车奥驰自卸式垃圾车,http://zj.lmjx.net/detail_MjUyODc=.html,556,产品亮点■ 动力十足发动机动力强劲，可靠性高，节油环保。■ 坚固耐用专用机构机构合理、结构可靠。■ 运行高效可自行吊装、自卸，一车配备多个环卫箱，循环运输……,http://zj.lmjx.net/zj_class_24_0_0.html
中国重汽ZZ5251ZLJN384GD1自卸式垃圾车,http://zj.lmjx.net/detail_MjUxNjc=.html,537,该车为中国重汽成熟产品，结构稳定可靠，承载能力强，动力强劲，性能稳定可靠，市场认知度较高，满足工地，矿区等恶劣环境使用要求，适用于短途矿山土石方施工及工程建筑施工……,http://zj.lmjx.net/zj_class_24_0_0.html
江特东风国四勾臂垃圾车,http://zj.lmjx.net/detail_MjgyODI=.html,128,产品名称：CLW5040ZXX4型车厢可卸式垃圾车外型尺寸：4570X1780X2090(mm)底盘型号：DFA1041SJ30D2货厢尺寸：XX (mm)总质量：4370(Kg)……,http://zj.lmjx.net/zj_class_24_0_0.html
厦工楚胜SLA5251ZXXDFL8车厢可卸式垃圾车,http://zj.lmjx.net/detail_MjM4MjQ=.html,286,"产品名称车厢可卸式垃圾车车辆型号SLA5251ZXXDFL8底盘型号DFL1250A11底盘参数燃料种类柴油依据标准GB3847-2005,GB17691-2005国Ⅲ整车外形尺寸……",http://zj.lmjx.net/zj_class_24_0_0.html
三一重工SE10020-S低风速高效风力发电机组,http://zj.lmjx.net/detail_MjAyNDk=.html,829,全新的整机设计理念通过增加叶片长度、优化翼型设计，风轮扫风面积由3518.9m2/MW增加到4164.0m2/MW*，大幅度提高风机效率；通过控制优化，机舱质量由40T/MW降低到……,http://zj.lmjx.net/zj_class_27_0_0.html
湖南飞涛18米桥梁检测车,http://zj.lmjx.net/detail_MTMxOTM=.html,1899,一、主要特点机械及动力传动系统：★ 解放J6型桥梁检测车专业底盘+进口本田备用汽油机动力★ 履带驱动行走支撑方式★ 关键结构件采用进口高强钢材，配合进口高强焊丝焊接★ 通用结构件采……,http://zj.lmjx.net/zj_class_16_0_0.html
恒润高科HHR5253JQJ08桥梁检测车,http://zj.lmjx.net/detail_MTAwNDQ=.html,2839,一、产品介绍：恒合牌桥梁检测作业车是在吸取国际先进桥梁检测作业车精华的基础上设计开发的高科技产品，结构紧凑，操作方便灵活，作业范围广，安全可靠……,http://zj.lmjx.net/zj_class_16_0_0.html
石煤机SMJ5310JQJ18型检测车,http://zj.lmjx.net/detail_MTI5ODM=.html,1765,SMJ5310JQJ18桥梁检测车，是一种适用于大、中型桥梁的病害维修和预防性检查作业的专用车辆，主要功能为对桥梁下面各结构进行全面的检查、修理、油漆、喷砂、安装、拆卸，包括对桥梁……,http://zj.lmjx.net/zj_class_16_0_0.html
华中建机电动双梁桥式起重机,http://zj.lmjx.net/detail_MjQ5NDg=.html,523,双梁桥式起重机其结构特点是具有起升及运行机构的小车位于桥架上运行，金属结构为箱形双主梁形式……,http://zj.lmjx.net/zj_class_16_0_0.html
徐工12米臂架式桥梁检测车,http://zj.lmjx.net/detail_NDU05---.html,4787,·双动力系统 ·液压系统部分进口·进口原装遥控器·比例式操作·工作平台液压伺服调平·桥下检修状态全程监控·工作平台负载实时监控臂架式桥梁检测作业车特点·控制阀 进口电液比例控制阀，……,http://zj.lmjx.net/zj_class_16_0_0.html
三一重工SE8220III-L2.0MW低温型机组,http://zj.lmjx.net/detail_MjAyNDg=.html,590,SE8220III-L风电机组为SE8220III机组的扩展型，是适用于II类陆上风场的2.0MW低温型机组，机组采用中速双馈技术，结构上采用水平轴、三叶片、上风向布置……,http://zj.lmjx.net/zj_class_27_0_0.html
三一重工SE9320-L32.0MW低温型机组,http://zj.lmjx.net/detail_MjAyNDc=.html,618,SE9320-3为高速双馈机组，是适用于IECⅢA类风场的2.0MW低温型机组，机组，采用变速恒频双馈技术，结构上采用水平轴、三叶片、上风向布置……,http://zj.lmjx.net/zj_class_27_0_0.html
三一重工桶基础海上风电施工装备,http://zj.lmjx.net/detail_MjAyNTE=.html,753,1）技术原理桶形基础顶端封闭，底端开口，是一种新型海洋平台基础形式……,http://zj.lmjx.net/zj_class_27_0_0.html
三一重工SE11030Ⅲ-S3.0MW常温型机组,http://zj.lmjx.net/detail_MjAyNDY=.html,567,? 产品总述SE11030III-S风力发电机组采用水平轴、三叶片整体布局结构，机组外形图如下所示……,http://zj.lmjx.net/zj_class_27_0_0.html
泰沃LB防爆单梁桥式起重机,http://zj.lmjx.net/detail_MjgwNjc=.html,170,LB型防爆电动单梁起重机是在“LDA”的基础上，根据GB3836.1-2000《爆炸性环境用防爆电气设备》及GB3836.2-2000《爆炸性环境用电气设备隔型电气设备“d”》设计……,http://zj.lmjx.net/zj_class_16_0_0.html
恒润高科HHR5251JQJ16桥梁检测车,http://zj.lmjx.net/detail_MTAwNDM=.html,2504,一、产品介绍：恒合牌桥梁检测作业车是在吸取国际先进桥梁检测作业车精华的基础上设计开发的高科技产品，结构紧凑，操作方便灵活，作业范围广，安全可靠……,http://zj.lmjx.net/zj_class_16_0_0.html
盛华源门式起重机,http://zj.lmjx.net/detail_MTg2MTg=.html,859,门式起重机是桥式起重机的一种变形……,http://zj.lmjx.net/zj_class_16_0_0.html
华中建机HZQ系列步履式架桥机,http://zj.lmjx.net/detail_MjQ5Mzg=.html,1327,步履式架桥机是依托市场需要、根据现场实际工况要求、结合我公司现有的成功经验、博众家之长、经过细心设计和精心制造而产生的一种新型架桥机……,http://zj.lmjx.net/zj_class_16_0_0.html
华中建机电动单梁桥式起重机,http://zj.lmjx.net/detail_MjQ5NDk=.html,452,单梁桥式起重机其结构特点是电动葫芦或手动单轨小车沿主梁工字钢下翼缘运行，进行物料搬运作业，通常用于车间、仓库等物料搬运作业，其中手动单梁起重机用于不允许用电或无电源场合……,http://zj.lmjx.net/zj_class_16_0_0.html
徐工16米臂架式桥梁检测车,http://zj.lmjx.net/detail_MjIz6---.html,6033,·双动力系统 ·液压系统部分进口·进口原装遥控器·比例式操作·工作平台液压伺服调平·桥下检修状态全程监控·工作平台负载实时监控臂架式桥梁检测作业车特点·控制阀 进口电液比例控制阀，……,http://zj.lmjx.net/zj_class_16_0_0.html
三一重工多维数控抱举安装平台桶基础,http://zj.lmjx.net/detail_MjAyNTI=.html,632,装备应用领域主要适用于水深为5~50米近海区域风机的安装施工……,http://zj.lmjx.net/zj_class_27_0_0.html
三一重工SE8220III陆上型风机,http://zj.lmjx.net/detail_MjAyNDU=.html,600,SE8220III中速双馈机组，是适用于II类陆上风场的2.0MW常温型机组，机组采用中速双馈技术，结构上采用水平轴、三叶片、上风向布置……,http://zj.lmjx.net/zj_class_27_0_0.html
三一重工SYTQ100-H两栖起重机两栖施工装备,http://zj.lmjx.net/detail_MjAyNTM=.html,639,用途：软土区域重件吊装作业特点：额定起重性能：100t/100m；在无水和水深2.5m以下滩涂路面行驶和工作，最大行驶速度为2.0km/h；采用桶形基础保证吊装作业时的安全性；立柱……,http://zj.lmjx.net/zj_class_27_0_0.html
三一重工SE7715-L1.5MW低温型机组,http://zj.lmjx.net/detail_MjAyNDQ=.html,538,SE7715-L风电机组为SE7715扩展型，是适用于II类陆上风场的1.5MW低温型机组，机组采用变速恒频双馈技术，结构上采用水平轴、三叶片、上风向布置……,http://zj.lmjx.net/zj_class_27_0_0.html
三一重工SYTQ100两栖起重机两栖施工装备,http://zj.lmjx.net/detail_MjAyNTQ=.html,586,用途：软土区域重件吊装作业特点：额定起重性能：100t/100m；在无水和水深2.5m以下滩涂路面行驶和工作，最大行驶速度为2.0km/h；采用桶形基础保证吊装作业时的安全性；装备……,http://zj.lmjx.net/zj_class_27_0_0.html
盛华源公铁两用架桥机,http://zj.lmjx.net/detail_MTg2MTU=.html,2041,  公铁两用架桥机为我公司自主研发的步履式新型公铁两用架桥机，该架桥机是一种运行工作范围广、性能优良、操作方便、结构安全的钢结构预制梁吊装架设设备……,http://zj.lmjx.net/zj_class_16_0_0.html
泰沃LH双梁桥式起重机,http://zj.lmjx.net/detail_MjgwNzI=.html,139,"LH型电动葫芦桥式起重机是电动葫芦配置成葫芦小车,桥架采用中轨箱型梁,大小车运行机构采用”三合一”传动方式,具有外型尺寸紧凑、建筑净空高度低、自重轻、体积小,结构简单等优点……",http://zj.lmjx.net/zj_class_16_0_0.html
大方DF30/70型架桥机,http://zj.lmjx.net/detail_MzUy7---.html,13385,1.最大起重量:70t2.适用桥梁跨径:≮30m3.适用桥梁纵坡:&plusmn;3%4.小车额定升降速度:0.9 m/min5.车额定纵型速度:4.28m/min6.大车纵(横)……,http://zj.lmjx.net/zj_class_16_0_0.html
雷沃重工TD系列M1200-D拖拉机,http://zj.lmjx.net/detail_MTc4NjM=.html,10625,舒适性好○流线型换代金属机罩，时尚流线型外观设计，外形美观大方；○选装全密封封闭驾驶室，人机工程更合理；○选装带后雨刷、收音机，并可选装空调、暖风、风扇系统，豪华舒适；○全景玻璃门……,http://zj.lmjx.net/zj_class_28_0_0.html
中联重科重机耕王RK454拖拉机,http://zj.lmjx.net/detail_MjExNzc=.html,2000,产品特点动力强，性能好，适用范围广● 匹配国内名优国Ⅱ发动机，动力强劲，安全性高、扭矩储备系数大；● 加强型双速动力输出，配套机具范围广；● 新一代流线型机罩美观大气，满足安全、防……,http://zj.lmjx.net/zj_class_28_0_0.html
东方红（一拖）C702-A/C802/C902履带拖拉机,http://zj.lmjx.net/detail_MTgwNDM=.html,3172,主要用途和性能特点：主要适用于农田作业兼顾推土作业。1)( 4F+2R )滑动齿轮换档变速箱，挡位合理适合农田作业兼顾推土作业。2)后桥采用新型密封结构，减少转向进油……,http://zj.lmjx.net/zj_class_28_0_0.html
三一重工SE8215-L31.5MW低温型机组,http://zj.lmjx.net/detail_MjAyNDM=.html,587,SE8215-L3风电机组为SE7715的扩展型，是适用于III类陆上风场1.5MW低温型机组，机组采用变速恒频双馈技术，结构上采用水平轴、三叶片、上风向布置……,http://zj.lmjx.net/zj_class_27_0_0.html
三一重工SYTQ130两栖起重机两栖施工装备,http://zj.lmjx.net/detail_MjAyNTU=.html,658,用途：软土区域吊装作业特点：最大起重能力130t;在无水和水深2.5m以下滩涂路面行驶和工作，最大行驶速度为2.5km/h；采用桶形基础保证吊装作业时的安全性；装备GPS路线管理系……,http://zj.lmjx.net/zj_class_27_0_0.html
三一重工SE77151.5MW常温型机组,http://zj.lmjx.net/detail_MjAyNDI=.html,526,SE7715高速双馈机组，是适用于II类陆上风场的1.5MW常温型机组，机组采用变速恒频双馈技术，结构上采用水平轴、三叶片、上风向布置……,http://zj.lmjx.net/zj_class_27_0_0.html
三一重工SYTZ800两栖打桩机两栖施工装备,http://zj.lmjx.net/detail_MjAyNTY=.html,668,用途：桩基础施工特点：多用途模块式设计，可用于多种桩型施工……,http://zj.lmjx.net/zj_class_27_0_0.html
沭河SH704 Tractor四轮拖拉机,http://zj.lmjx.net/detail_MTg3NDA=.html,3481,Tractor Model型 号SH704Diving Type型式/4×4Dimension LxWxH外廓尺寸(长×宽×高)mm4052×1900×2650Tread (fro……,http://zj.lmjx.net/zj_class_28_0_0.html
井关T系列T954动力机械,http://zj.lmjx.net/detail_MjcyMDY=.html,958,产品特点：1.搭载高性能柴油发动机采用铂金斯的立式水冷4冲程4缸、总排气量为4400cc、98.6马力的大排量高性能柴油发动机……,http://zj.lmjx.net/zj_class_28_0_0.html
凯尔KAT1804拖拉机,http://zj.lmjx.net/detail_MTk3MzM=.html,1275,"一、 方便增加附加装置整体车架，独立可扩展的PTO,可方便地增加装载、挖掘、推土、打井、提升等附加装置。扩展拖拉机的功能，提高拖拉机的利用率……",http://zj.lmjx.net/zj_class_28_0_0.html
五征ME1354轮式拖拉机,http://zj.lmjx.net/detail_MjY5OTY=.html,1161,项 目单位设计值型号/ME1354型式/4×4四轮驱动外廓尺寸（长×宽×高）mm4615×2050×2950轴距mm2510轮距(前轮/后轮)mm1610~1950/1490~20……,http://zj.lmjx.net/zj_class_28_0_0.html
雷鸣重工LM454拖拉机,http://zj.lmjx.net/detail_MjA4OTQ=.html,921,……,http://zj.lmjx.net/zj_class_28_0_0.html
潍坊百利悍沃404A拖拉机,http://zj.lmjx.net/detail_Mjc5ODQ=.html,278,产品参数:拖拉机型号404A型式四轮驱动标定牵引力KN8最大牵引功率KW≥22.05动力输出功率?KW25外型尺寸mm长3350宽1610高1900前轮轮距mm1220后轮轮距mm……,http://zj.lmjx.net/zj_class_28_0_0.html
山东常林沭河SH800C拖拉机,http://zj.lmjx.net/detail_MjgwMTQ=.html,248,产品特点：·产品轴距加长，增加了产品的爬坡牵引力；·宽阔明亮的全玻璃封闭驾驶室，视野开阔、操控更舒适，可满足运输用户群体的需求……,http://zj.lmjx.net/zj_class_28_0_0.html
爱科维美德　T2104拖拉机,http://zj.lmjx.net/detail_MjU1NDc=.html,605,T2104型拖拉机维美德T2104拖拉机是一款源自欧洲的经典产品，具有节油、可靠、性价比高的特点……,http://zj.lmjx.net/zj_class_28_0_0.html
威猛SW5000青贮圆捆缠膜机,http://zj.lmjx.net/detail_MjQ1MzQ=.html,1012,o带有液压捡拾和卸载装置，工作效率高o控制器自动控制缠膜和切膜过程o塑料膜拉伸率可选择55%或70%，可保证青贮包裹的密封性，确保发酵质量……,http://zj.lmjx.net/zj_class_28_0_0.html
凯尔1204轮式拖拉机,http://zj.lmjx.net/detail_MjcwNzI=.html,276,……,http://zj.lmjx.net/zj_class_28_0_0.html
九方泰禾DK系列DK850轮式拖拉机,http://zj.lmjx.net/detail_MjY4Mzk=.html,301,产品特点：采用国Ⅱ排放涡轮增压发动机，扭矩储备30%，绿色环保，强劲有力；2、选用德国LUK离合器，安全可靠；3、摆线转阀式、全液压转向器，双式静液压制动系统，操作轻便灵活、作业精……,http://zj.lmjx.net/zj_class_28_0_0.html
开瑞绿卡绿卡T宽体,http://zj.lmjx.net/detail_MjU0OTE=.html,579,,http://zj.lmjx.net/zj_class_30_0_0.html
大运CGC1311载货车,http://zj.lmjx.net/detail_MjU0MTY=.html,411,,http://zj.lmjx.net/zj_class_30_0_0.html
青岛解放新悍威 8×2载货车,http://zj.lmjx.net/detail_MjU2NTg=.html,432,,http://zj.lmjx.net/zj_class_30_0_0.html
三环十通御龙6x4天然气牵引车,http://zj.lmjx.net/detail_MjU2OTk=.html,643,,http://zj.lmjx.net/zj_class_30_0_0.html
广汽日野FY2PYUA-MPZ货箱车,http://zj.lmjx.net/detail_MjUzNTY=.html,519,,http://zj.lmjx.net/zj_class_30_0_0.html
北京牌旗铃厢式车,http://zj.lmjx.net/detail_MjUzNzg=.html,350,,http://zj.lmjx.net/zj_class_30_0_0.html
黑豹汽车1025系列普通载货汽车,http://zj.lmjx.net/detail_MjUzMDk=.html,519,,http://zj.lmjx.net/zj_class_30_0_0.html
沃尔沃FMX重卡 400马力 6X4 专用车(底盘),http://zj.lmjx.net/detail_MjQ1Mzc=.html,964,,http://zj.lmjx.net/zj_class_30_0_0.html
陕汽德龙F2000载货车,http://zj.lmjx.net/detail_MjUwMTk=.html,617,,http://zj.lmjx.net/zj_class_30_0_0.html
中国重汽ZZ5316XXYM386GD1载货车,http://zj.lmjx.net/detail_MjUwMjc=.html,451,,http://zj.lmjx.net/zj_class_30_0_0.html
徐工NXG1160D4ZAL1载货车,http://zj.lmjx.net/detail_MjU2MTU=.html,380,,http://zj.lmjx.net/zj_class_30_0_0.html
江淮汽车帅铃W系载货车,http://zj.lmjx.net/detail_MjU0NjA=.html,590,,http://zj.lmjx.net/zj_class_30_0_0.html
开瑞绿卡绿卡S 宽体,http://zj.lmjx.net/detail_MjU0ODc=.html,491,,http://zj.lmjx.net/zj_class_30_0_0.html
大运DYX1250平板载货车,http://zj.lmjx.net/detail_MjU0MTc=.html,385,,http://zj.lmjx.net/zj_class_30_0_0.html
北方重工EBZ240掘进机,http://zj.lmjx.net/detail_MTczNjk=.html,1141,EBZ240掘进机经济切割硬度≤85MPa，最大切割硬度≤100MPa（层里节理发育沉积岩），该机采用了国内外成熟的元部件高品质配置设计，整机可靠性高、重心低……,http://zj.lmjx.net/zj_class_17_0_0.html
江麓QTZ63F塔头式起重机,http://zj.lmjx.net/detail_MTAyNzY=.html,3841,? 电气控制系统关键电气元件采用行业知名品牌，如天水二一三、法国施耐德公司的低压电器，可靠性高，便于维护……,http://zj.lmjx.net/zj_class_19_61_0_1.html
三一重工SYT80(T5710-6)塔式起重机,http://zj.lmjx.net/detail_MTk2NTM=.html,1148,型号SYT80(T5710-6)最大起重力矩990（kN·m）最大起重量6t最大臂长/起重量57m/1.0t塔身截面1.6×1.6m自由高度40.5m起升80/40/8.8回转0~……,http://zj.lmjx.net/zj_class_19_61_0_1.html
方圆QTZ87（PT5510）塔式起重机,http://zj.lmjx.net/detail_MTIxMzg=.html,6984,PT5510塔式起重机最大工作幅度为55米，同时可以变臂50米、45米、40米等，臂长变化更方便，用户使用更多选择；安装更方便、安全、快捷；2、起升减速机为四轴，实现起升机构卷筒的……,http://zj.lmjx.net/zj_class_19_61_0_1.html
川建M2400(100t)水平臂塔式起重机,http://zj.lmjx.net/detail_NzIy3---.html,6808,SCM-M2400(100t)塔式起重机，是我公司吸收国外塔机技术，自行设计制造的大型上回转自升式塔式起重机……,http://zj.lmjx.net/zj_class_19_61_0_1.html
山特重工铣挖头掘进机,http://zj.lmjx.net/detail_MTQzMTc=.html,2087,该公司公司最新推出掘进机，煤矿机械，工程机械，隧道机械，矿山机械，扒装机，扒渣机，电动挖掘机，电动防爆扒渣机，电动防爆挖掘机，卸煤机，履带式扒渣机，履带式挖掘机，履带式防爆扒渣机，……,http://zj.lmjx.net/zj_class_17_0_0.html
中传重装EBZ132标准型掘进机,http://zj.lmjx.net/detail_MTc0ODU=.html,941,该机适用于煤巷、半煤岩巷以及软岩巷道的快速掘进，也可在铁路、公路、水力工程等隧道施工中使用。最大定位截割断面22m2，最大截割硬度为70MPa。爬坡能力为±18°……,http://zj.lmjx.net/zj_class_17_0_0.html
厦工TBM 硬岩掘进机,http://zj.lmjx.net/detail_MjY0ODM=.html,138,"分为敞开式TBM，单护盾TBM，双护盾TBM,斜井TBM及竖井TBM……",http://zj.lmjx.net/zj_class_17_0_0.html
辽宁通用EBZ160A掘进机,http://zj.lmjx.net/detail_MTc0ODk=.html,891,Ⅰ、适用范围EBZ160A悬臂式掘进机是专用于圆形煤巷、半煤岩巷道掘进工程的掘进设备，也可在铁路、公路、水利工程等隧道施工中使用，能实现连续切割、装载、运输作业……,http://zj.lmjx.net/zj_class_17_0_0.html
郑州煤机EBZ160掘进机,http://zj.lmjx.net/detail_MTczNjE=.html,901,掘进机为用于开凿地下隧道及碎石的移动装置，并可去除岩石碎片及其他碎片。集团于2010年开始设计及测试掘进机样机……,http://zj.lmjx.net/zj_class_17_0_0.html
林州重机EBZ系列掘进机,http://zj.lmjx.net/detail_MTczNjA=.html,1258,……,http://zj.lmjx.net/zj_class_17_0_0.html
徐工QTZ100(6013Y-6)塔顶式塔机,http://zj.lmjx.net/detail_MTc2MTQ=.html,1844,最佳的性价比；优越的起重性能；合理的结构设计；严格的制造控制；高安全、高可靠性；人性化设计；便捷的操作性和运输性……,http://zj.lmjx.net/zj_class_19_61_0_1.html
浙江建机ZJD260塔式起重机,http://zj.lmjx.net/detail_OTg53---.html,5294,……,http://zj.lmjx.net/zj_class_19_61_0_1.html
波坦MC480塔式起重机,http://zj.lmjx.net/detail_MTMxNDE=.html,4538,波坦公司一直在塔式起重机方面处于领先位置。迄今为止已在全球销售并竖立超过100000台塔机。 目前，该公司在法国、德国、意大利、葡萄牙和中国的工厂生产60余种型号塔式起重机……,http://zj.lmjx.net/zj_class_19_61_0_1.html
利勃海尔26 H快速架设起重机,http://zj.lmjx.net/detail_MzY03---.html,6520,液压机构使H系列起重机的装卸非常简单。塔架与副臂上的液压缸使得H系列起重机能够迅速移至工作位置。折叠塔架采用绝对密封焊接的实心壁结构……,http://zj.lmjx.net/zj_class_19_61_0_1.html
